,position
6722,3.0
2986,3.0
134,1.0
8852,2.0
9605,1.0
10154,2.0
16660,2.0
7634,0.0
13258,1.0
12261,1.0
423,3.0
2761,2.0
2829,3.0
10690,2.0
6761,1.0
8660,2.0
8243,1.0
10502,2.0
17872,2.0
9061,2.0
1861,2.0
18735,2.0
3160,2.0
6024,2.0
8268,2.0
18607,2.0
10097,1.0
13904,2.0
10876,2.0
7139,3.0
18548,0.0
15147,1.0
12951,1.0
9296,1.0
12704,3.0
3779,0.0
213,2.0
4393,3.0
8012,3.0
15163,1.0
1353,2.0
16208,1.0
13994,1.0
6442,1.0
9425,3.0
17697,1.0
18413,2.0
15534,1.0
10548,0.0
14220,2.0
9937,3.0
686,2.0
10894,2.0
13984,2.0
17191,2.0
13550,1.0
14188,2.0
9073,2.0
9990,1.0
1730,2.0
12897,1.0
2614,1.0
10173,2.0
14764,0.0
7202,3.0
18205,0.0
15442,3.0
185,2.0
11313,1.0
13897,1.0
818,1.0
8607,1.0
17254,1.0
12386,3.0
10273,1.0
6623,3.0
15380,2.0
1262,3.0
12116,1.0
9878,1.0
6905,3.0
709,3.0
7146,3.0
10277,2.0
12935,1.0
8278,1.0
11686,3.0
12134,1.0
18237,3.0
7602,0.0
11942,0.0
19130,2.0
9875,2.0
17027,0.0
7877,2.0
18396,1.0
7210,3.0
18668,1.0
9455,2.0
18058,3.0
14618,3.0
4307,3.0
18782,1.0
13516,1.0
6597,2.0
9015,3.0
7686,3.0
14307,2.0
6677,1.0
4063,1.0
11303,1.0
9851,2.0
6824,3.0
8602,2.0
801,1.0
15962,3.0
7953,2.0
4015,2.0
7006,1.0
14838,3.0
5509,2.0
8908,1.0
4156,1.0
1909,1.0
5702,2.0
6634,1.0
7604,1.0
12992,1.0
11683,3.0
15336,2.0
11711,3.0
10787,3.0
10371,1.0
10985,1.0
62,1.0
923,3.0
11848,3.0
8409,2.0
8876,0.0
1716,3.0
10898,2.0
15769,3.0
1742,1.0
18590,2.0
7290,0.0
5724,3.0
17504,1.0
12201,3.0
18453,3.0
16156,3.0
16103,0.0
3397,1.0
16744,3.0
18725,0.0
4418,1.0
4845,2.0
1181,3.0
7762,1.0
2352,2.0
7782,3.0
7350,3.0
13001,3.0
9377,1.0
1232,1.0
11448,2.0
12537,2.0
3904,3.0
246,3.0
8077,2.0
15435,2.0
13143,2.0
14327,2.0
4652,2.0
11154,1.0
3075,3.0
14701,3.0
6704,2.0
13954,3.0
8214,1.0
9018,1.0
17989,1.0
10414,1.0
3089,2.0
2925,1.0
8561,2.0
13313,1.0
7376,3.0
532,0.0
10843,3.0
19121,3.0
10124,1.0
14139,1.0
7047,3.0
15052,1.0
15009,0.0
12387,3.0
1396,1.0
1055,1.0
3469,2.0
10744,2.0
15178,0.0
10088,1.0
18806,3.0
16820,0.0
5666,1.0
3729,2.0
13535,1.0
11162,3.0
5963,0.0
16347,3.0
8074,1.0
2941,2.0
6886,3.0
3586,2.0
15447,1.0
12030,2.0
945,1.0
3408,1.0
16772,3.0
15713,1.0
13200,2.0
6730,1.0
7319,2.0
15288,1.0
11692,2.0
8820,2.0
11168,3.0
14168,0.0
7826,1.0
159,1.0
337,2.0
2912,1.0
17982,0.0
608,0.0
7920,1.0
18692,2.0
17430,1.0
17676,0.0
4634,1.0
6856,0.0
9601,1.0
719,2.0
8828,2.0
7938,3.0
14073,2.0
14885,3.0
6433,2.0
18204,1.0
13349,3.0
43,2.0
10561,3.0
5191,3.0
16752,2.0
8812,3.0
3637,3.0
14949,1.0
2952,2.0
17616,3.0
3579,3.0
4821,0.0
16089,2.0
395,1.0
18790,3.0
18143,2.0
16451,2.0
10402,1.0
18145,2.0
12980,1.0
14551,2.0
13190,2.0
1615,2.0
12952,3.0
12921,3.0
15204,1.0
847,2.0
12991,3.0
1703,3.0
10878,3.0
15994,1.0
18840,3.0
5418,3.0
9086,2.0
12841,1.0
4683,2.0
17579,3.0
10675,2.0
5594,3.0
2929,2.0
11543,1.0
808,1.0
13272,2.0
15990,2.0
13552,2.0
4961,2.0
12656,2.0
17082,0.0
3999,3.0
8418,3.0
16448,0.0
17584,2.0
12154,2.0
7827,3.0
12491,2.0
442,3.0
13838,2.0
2810,2.0
10259,2.0
10655,2.0
7470,3.0
15029,3.0
7173,2.0
7405,1.0
14687,1.0
5774,2.0
7520,1.0
3514,0.0
7882,1.0
186,1.0
171,3.0
7084,1.0
4534,1.0
18026,0.0
15802,2.0
13764,1.0
14131,1.0
5614,0.0
3307,3.0
4855,1.0
6099,2.0
6637,1.0
5889,3.0
15097,0.0
8487,1.0
11896,0.0
12415,1.0
12792,2.0
17186,3.0
6020,1.0
5206,3.0
15864,2.0
12251,1.0
15330,2.0
2926,0.0
14302,1.0
1825,1.0
18878,0.0
7593,1.0
4712,3.0
7304,1.0
1870,2.0
13071,1.0
7381,2.0
4076,2.0
2671,2.0
748,2.0
4012,2.0
11392,1.0
5916,1.0
64,2.0
1512,2.0
10130,2.0
12291,3.0
7407,1.0
18352,3.0
8957,1.0
7616,1.0
11442,1.0
9372,2.0
16514,1.0
16690,1.0
9888,3.0
13334,2.0
13339,1.0
12110,2.0
17411,1.0
16337,1.0
7474,1.0
4934,1.0
7046,0.0
15640,3.0
6508,2.0
11473,1.0
7835,0.0
18637,0.0
7479,3.0
9891,2.0
119,1.0
2407,2.0
16667,3.0
12826,2.0
6736,3.0
7168,3.0
8252,2.0
15037,2.0
6651,2.0
7750,3.0
9182,2.0
4149,3.0
2089,3.0
8869,2.0
2042,2.0
16396,0.0
8909,3.0
9712,2.0
2960,1.0
13714,0.0
1413,2.0
4523,1.0
14198,3.0
12317,1.0
6517,1.0
11385,1.0
672,2.0
1089,2.0
9379,1.0
2529,1.0
1058,3.0
1766,2.0
5845,1.0
4690,1.0
15185,0.0
673,2.0
5333,1.0
15888,2.0
15727,2.0
3259,2.0
3781,1.0
11997,1.0
19229,2.0
15381,2.0
1546,1.0
14963,0.0
13256,2.0
5906,1.0
19126,2.0
4434,2.0
14735,3.0
4525,1.0
13773,0.0
17276,3.0
12472,0.0
11572,1.0
10748,2.0
1056,2.0
14029,3.0
14655,2.0
15230,2.0
11356,2.0
3845,1.0
11670,1.0
16983,1.0
2076,2.0
1522,2.0
7052,3.0
14381,3.0
10644,3.0
18595,1.0
11553,1.0
4986,1.0
6576,1.0
14890,2.0
4644,3.0
16319,0.0
15417,3.0
9720,0.0
15810,1.0
7373,1.0
9805,3.0
1082,1.0
17458,3.0
15143,0.0
9788,1.0
5104,2.0
5667,1.0
15837,1.0
12186,1.0
18817,2.0
10510,1.0
1836,1.0
1750,3.0
6489,2.0
3746,3.0
16141,0.0
11875,2.0
7456,3.0
3848,1.0
10121,1.0
18697,1.0
3918,1.0
8807,1.0
2876,1.0
8547,1.0
10668,0.0
10105,2.0
12678,1.0
7341,2.0
14745,1.0
15136,2.0
9676,1.0
18016,1.0
16718,2.0
12299,0.0
11386,3.0
10207,3.0
11838,2.0
12595,1.0
16170,2.0
16450,2.0
1624,1.0
850,2.0
4535,1.0
5095,3.0
12056,3.0
362,2.0
8647,1.0
10003,1.0
12000,1.0
15026,1.0
5584,1.0
18635,2.0
18306,1.0
3097,0.0
10192,1.0
6608,3.0
15793,1.0
14157,2.0
3747,2.0
15597,2.0
16609,0.0
17215,1.0
1225,1.0
7570,0.0
18254,2.0
12750,1.0
10294,1.0
1032,2.0
11805,3.0
14484,1.0
3852,1.0
7276,2.0
5180,1.0
3604,1.0
16668,0.0
13746,1.0
16150,0.0
14217,3.0
9439,2.0
9177,2.0
14469,1.0
18150,3.0
9958,3.0
11449,1.0
16828,1.0
18398,3.0
5793,2.0
12528,3.0
7398,1.0
10774,1.0
9765,3.0
12280,2.0
17449,2.0
11784,3.0
1254,1.0
12996,0.0
17505,1.0
8612,1.0
2333,1.0
4900,1.0
1955,2.0
3955,3.0
10569,3.0
15095,2.0
1438,2.0
1347,1.0
13993,2.0
802,3.0
8495,1.0
6165,1.0
4486,2.0
1550,1.0
10189,3.0
15019,3.0
6716,1.0
8816,3.0
7122,2.0
7564,3.0
9942,0.0
18411,2.0
7831,2.0
5114,0.0
9962,1.0
3078,3.0
10422,2.0
14863,1.0
487,1.0
1532,1.0
18337,3.0
4793,1.0
17627,1.0
17863,0.0
8346,2.0
16119,1.0
1333,3.0
5486,3.0
2073,1.0
284,2.0
2861,2.0
7728,3.0
3276,2.0
17335,1.0
5829,3.0
5335,1.0
1405,2.0
14443,1.0
12871,2.0
2870,2.0
11457,2.0
3569,3.0
832,1.0
12200,1.0
18848,2.0
17140,1.0
5064,0.0
10665,1.0
4899,2.0
12864,3.0
12570,0.0
2492,0.0
18109,3.0
18652,1.0
2254,1.0
3498,2.0
6,3.0
10854,1.0
12348,2.0
12393,2.0
55,3.0
17097,3.0
8502,2.0
877,3.0
7154,3.0
10873,3.0
12439,1.0
16043,2.0
112,3.0
7952,2.0
18286,1.0
13661,3.0
15757,1.0
13405,1.0
8531,2.0
285,3.0
4227,1.0
15429,1.0
9445,1.0
722,1.0
7962,1.0
6315,3.0
18249,1.0
12079,0.0
2188,2.0
4803,3.0
7461,2.0
10298,2.0
1006,2.0
1377,2.0
13454,3.0
19123,3.0
7508,0.0
562,1.0
5839,2.0
11420,2.0
11418,2.0
8338,1.0
3826,0.0
3942,2.0
8035,1.0
5422,2.0
17318,1.0
2699,3.0
13861,2.0
16525,2.0
6254,0.0
15365,0.0
10382,1.0
17124,1.0
3695,3.0
16537,0.0
8389,1.0
4994,1.0
4218,1.0
11202,3.0
4719,2.0
5959,1.0
12539,1.0
2879,1.0
13171,3.0
7327,0.0
5707,2.0
8662,2.0
10220,1.0
11499,1.0
3896,1.0
1059,1.0
6507,2.0
6902,3.0
4487,1.0
17700,0.0
17065,2.0
3813,3.0
4791,2.0
1524,2.0
10501,1.0
1463,1.0
8107,2.0
4009,3.0
17705,1.0
11640,3.0
7639,1.0
14039,2.0
14896,1.0
14718,2.0
18335,1.0
14587,1.0
5727,2.0
11432,1.0
17056,1.0
1297,3.0
7622,3.0
13538,1.0
17459,0.0
3232,3.0
9311,0.0
1933,1.0
12816,3.0
14273,2.0
5937,2.0
6434,1.0
6319,1.0
17943,3.0
1051,2.0
10498,2.0
13749,2.0
13369,2.0
5457,2.0
17974,3.0
16091,1.0
11943,1.0
9102,2.0
9051,1.0
9761,3.0
15723,3.0
428,2.0
13279,3.0
6687,3.0
5394,3.0
17656,1.0
1961,1.0
15479,1.0
9961,3.0
7366,2.0
10315,1.0
3568,3.0
6384,1.0
545,0.0
17598,2.0
17092,1.0
15453,3.0
1828,2.0
451,2.0
5263,3.0
13194,3.0
5759,2.0
17315,1.0
10059,1.0
17830,2.0
11006,1.0
16520,1.0
279,1.0
18815,0.0
17973,1.0
18389,2.0
10572,2.0
167,0.0
2171,3.0
18072,2.0
17914,0.0
8939,1.0
217,2.0
8716,3.0
18287,3.0
6538,2.0
7306,2.0
16997,1.0
18654,1.0
17305,2.0
7559,0.0
1133,1.0
6214,2.0
9742,3.0
17078,2.0
3149,0.0
4204,0.0
17438,0.0
16028,1.0
4764,1.0
8379,3.0
3255,2.0
364,1.0
1048,2.0
10199,2.0
9623,1.0
3415,3.0
180,1.0
16981,0.0
14947,1.0
8786,3.0
14568,0.0
17590,1.0
17420,1.0
2728,2.0
7897,2.0
8045,1.0
7272,1.0
9602,2.0
15043,1.0
104,1.0
12882,1.0
9169,3.0
19058,0.0
14987,0.0
2101,3.0
17445,1.0
6919,0.0
1505,3.0
7016,2.0
5872,1.0
3761,2.0
15499,1.0
12151,3.0
3193,1.0
5996,1.0
18104,3.0
14754,3.0
13889,3.0
17600,1.0
9258,3.0
18346,1.0
18884,2.0
12062,1.0
13606,1.0
10775,2.0
2721,2.0
6990,2.0
3288,0.0
7261,0.0
6464,1.0
9873,2.0
2842,3.0
6629,2.0
13650,1.0
7502,1.0
11561,3.0
5966,3.0
6406,0.0
1734,0.0
11914,3.0
10852,2.0
5893,3.0
18523,3.0
17069,1.0
5570,1.0
2293,3.0
461,2.0
8345,3.0
4627,1.0
13269,2.0
17287,0.0
3377,2.0
16232,2.0
7939,1.0
12858,1.0
18620,1.0
12493,2.0
8413,2.0
14367,1.0
16431,3.0
14750,1.0
5415,1.0
3967,1.0
1217,2.0
10984,1.0
11163,1.0
5107,3.0
14703,3.0
9010,1.0
4734,1.0
10087,3.0
1485,0.0
3286,3.0
1579,2.0
4378,3.0
4094,2.0
1452,2.0
14634,0.0
1525,3.0
13247,1.0
8533,2.0
7369,2.0
9189,3.0
18445,1.0
69,3.0
19022,2.0
15771,3.0
731,1.0
12918,3.0
12682,3.0
2528,2.0
15188,1.0
396,0.0
19,2.0
13048,1.0
2294,3.0
3876,1.0
16372,3.0
9317,1.0
12542,0.0
582,3.0
13197,2.0
2948,3.0
4455,2.0
2337,1.0
17490,2.0
1947,1.0
1317,1.0
11516,3.0
154,0.0
8304,1.0
13434,2.0
18779,2.0
5018,3.0
6956,2.0
8976,0.0
7402,3.0
14527,2.0
1935,1.0
17026,1.0
9552,1.0
1086,2.0
7928,1.0
2682,1.0
4178,1.0
16306,0.0
4062,1.0
4489,1.0
11173,1.0
701,2.0
15808,2.0
18264,2.0
15975,1.0
3878,0.0
18161,0.0
10968,0.0
18255,2.0
12628,2.0
10442,0.0
16889,3.0
15778,0.0
8095,2.0
10133,3.0
2494,0.0
2072,0.0
9934,3.0
6176,2.0
4851,3.0
12585,0.0
1222,1.0
18124,1.0
17817,2.0
8781,0.0
1540,3.0
9094,1.0
14772,2.0
14300,1.0
1403,3.0
2672,2.0
17207,0.0
11023,3.0
11399,0.0
7696,1.0
17295,0.0
11573,2.0
7054,3.0
9785,2.0
11403,1.0
4367,1.0
18221,2.0
14555,2.0
4240,2.0
16,3.0
6770,3.0
4511,1.0
18122,1.0
2780,1.0
10491,1.0
11762,1.0
5068,1.0
12733,0.0
10636,0.0
14232,1.0
16413,0.0
2256,3.0
8958,1.0
172,2.0
6249,2.0
16816,3.0
13185,3.0
13312,1.0
13322,1.0
13562,1.0
15307,1.0
348,2.0
11938,2.0
18471,0.0
19176,0.0
16583,1.0
4643,1.0
4344,2.0
16931,3.0
1649,1.0
10478,1.0
6232,0.0
13995,1.0
12932,1.0
8307,2.0
9507,0.0
18390,3.0
13706,1.0
11981,3.0
10090,0.0
2255,2.0
16069,3.0
1398,3.0
5046,2.0
1847,2.0
14663,2.0
15477,3.0
13907,1.0
18666,3.0
17310,3.0
18720,2.0
4679,1.0
12230,1.0
16575,3.0
19025,1.0
7553,0.0
646,3.0
10833,0.0
13357,3.0
7560,3.0
3571,3.0
14714,3.0
6394,0.0
15623,2.0
18455,0.0
11351,2.0
8501,3.0
16277,1.0
11967,1.0
10631,1.0
12366,1.0
2436,2.0
14826,1.0
10889,2.0
6676,3.0
17187,1.0
1705,0.0
19215,1.0
14427,1.0
11815,2.0
3102,3.0
5632,1.0
12784,1.0
11217,0.0
5621,1.0
15406,1.0
3072,3.0
1557,2.0
14794,2.0
15725,0.0
19170,1.0
6529,1.0
16430,2.0
10392,3.0
17829,2.0
9054,3.0
11131,2.0
2193,1.0
2924,2.0
10330,2.0
3382,3.0
16925,3.0
8149,3.0
17123,1.0
13747,1.0
8075,2.0
16574,0.0
2971,2.0
13075,3.0
8570,3.0
15782,3.0
13128,3.0
3332,2.0
13721,1.0
8894,0.0
1472,3.0
18642,3.0
15389,3.0
14902,3.0
15042,2.0
7299,1.0
11374,2.0
19182,1.0
18472,1.0
13512,2.0
6989,2.0
5258,1.0
1062,0.0
6061,2.0
13222,1.0
4260,3.0
8156,2.0
18665,0.0
15871,2.0
5942,3.0
8793,1.0
18876,3.0
14166,2.0
2914,3.0
14622,1.0
12258,0.0
289,0.0
6272,1.0
8510,3.0
14156,1.0
17890,2.0
2138,2.0
13321,3.0
7867,2.0
1336,1.0
11065,2.0
203,2.0
16570,2.0
13166,0.0
14037,2.0
5199,3.0
18972,2.0
13218,3.0
17015,1.0
2059,1.0
9217,2.0
13883,1.0
2213,2.0
12602,2.0
1427,1.0
16969,1.0
8887,2.0
15436,2.0
16860,3.0
3737,0.0
5458,2.0
13257,1.0
4533,1.0
1687,3.0
14628,1.0
13916,1.0
11136,2.0
6536,2.0
19142,1.0
3685,2.0
14194,3.0
12217,1.0
4379,2.0
2025,0.0
3334,1.0
17599,2.0
8635,2.0
14321,1.0
5226,3.0
6592,3.0
1807,2.0
5838,1.0
12274,3.0
15351,1.0
9404,1.0
3067,1.0
10595,2.0
10446,1.0
14870,1.0
7156,2.0
11329,2.0
6848,3.0
17701,0.0
8740,1.0
3799,1.0
18219,1.0
17511,2.0
5945,1.0
6358,2.0
1093,1.0
15495,3.0
3540,3.0
13950,2.0
4005,1.0
11872,1.0
12009,2.0
11460,2.0
5357,2.0
11221,1.0
16328,2.0
12477,2.0
3837,0.0
10036,1.0
7181,2.0
15997,0.0
8246,2.0
17403,1.0
1450,3.0
644,1.0
3772,2.0
5747,1.0
18622,1.0
13346,0.0
5332,3.0
16767,0.0
17351,2.0
3057,2.0
15243,1.0
15830,3.0
16625,0.0
8743,3.0
14074,1.0
247,2.0
6341,2.0
3247,2.0
611,1.0
11057,1.0
13805,1.0
11642,3.0
15035,2.0
11490,2.0
1674,2.0
7352,1.0
4514,2.0
5761,3.0
17009,2.0
16279,3.0
14888,1.0
6132,2.0
4840,1.0
2318,1.0
5723,1.0
1303,3.0
10034,1.0
1013,3.0
561,3.0
10626,1.0
13885,3.0
8159,3.0
14936,2.0
8634,1.0
7957,1.0
16361,1.0
14318,2.0
5252,2.0
13103,2.0
3353,3.0
2704,1.0
5504,0.0
7013,0.0
4693,2.0
4940,1.0
12431,3.0
10795,2.0
718,1.0
3987,3.0
10232,3.0
8682,1.0
11339,1.0
14715,3.0
10358,1.0
5238,1.0
4024,2.0
9728,1.0
8134,1.0
2224,3.0
12356,0.0
1603,1.0
8132,2.0
12248,3.0
5821,3.0
19067,0.0
15531,1.0
11408,0.0
11978,1.0
17155,3.0
7923,3.0
3461,2.0
9041,1.0
18378,1.0
18043,0.0
4781,3.0
15266,0.0
5171,3.0
2800,2.0
2410,3.0
15691,3.0
1882,3.0
15093,2.0
9911,1.0
8060,3.0
3105,0.0
10349,3.0
18154,0.0
12832,2.0
15096,3.0
16704,1.0
755,3.0
15247,2.0
6753,3.0
5035,3.0
13652,3.0
18511,3.0
14238,2.0
2913,1.0
6216,0.0
2282,3.0
1091,3.0
5172,2.0
2226,3.0
12137,1.0
5769,3.0
4581,2.0
2443,3.0
8710,1.0
11002,1.0
9596,1.0
2548,3.0
5842,1.0
6874,3.0
7494,2.0
15662,1.0
1301,1.0
10006,1.0
8982,1.0
1818,2.0
13307,0.0
10026,2.0
6486,0.0
7704,0.0
13851,3.0
8679,2.0
9796,3.0
13933,3.0
18718,3.0
16868,3.0
1136,0.0
130,1.0
12755,1.0
4908,2.0
14170,3.0
17377,0.0
12247,3.0
8376,1.0
17167,3.0
11135,0.0
19063,1.0
1060,2.0
7094,1.0
18491,0.0
4800,0.0
13374,1.0
15489,3.0
5188,0.0
12617,1.0
17109,1.0
6291,2.0
17855,2.0
630,3.0
5417,0.0
14060,3.0
678,2.0
9056,2.0
18958,2.0
2241,1.0
15698,1.0
15470,1.0
141,3.0
7921,2.0
11270,3.0
2985,1.0
18600,1.0
17617,1.0
14804,2.0
11798,3.0
3605,3.0
12550,3.0
6992,3.0
11357,1.0
1511,1.0
1188,2.0
5531,3.0
13789,2.0
16484,3.0
15508,3.0
3807,3.0
6834,1.0
8562,3.0
11802,1.0
2882,2.0
8296,1.0
18394,2.0
8130,1.0
8361,2.0
2826,2.0
10066,3.0
18610,2.0
13558,1.0
14791,1.0
3039,2.0
7223,2.0
7983,2.0
6610,3.0
4769,2.0
4532,1.0
18068,3.0
11,3.0
17896,0.0
6095,1.0
17882,2.0
8480,3.0
11530,1.0
4588,2.0
4330,3.0
1560,3.0
11223,2.0
13690,1.0
3797,3.0
14532,0.0
8613,2.0
10776,2.0
6255,3.0
5844,3.0
11007,1.0
6837,1.0
15246,2.0
457,1.0
3006,2.0
6809,2.0
8659,2.0
13880,1.0
9121,3.0
3265,1.0
8936,1.0
3264,3.0
15153,3.0
4738,1.0
11714,1.0
14723,3.0
11895,2.0
2722,0.0
5168,2.0
16475,1.0
17902,2.0
16715,2.0
3128,3.0
14178,2.0
16932,1.0
6342,3.0
3077,1.0
9187,1.0
6226,2.0
15571,2.0
7754,2.0
2880,3.0
7187,1.0
4421,3.0
4266,2.0
14818,2.0
10235,3.0
1987,2.0
7712,2.0
6836,2.0
1928,2.0
5445,3.0
937,1.0
5758,1.0
2504,2.0
4985,3.0
3046,1.0
5014,1.0
2738,2.0
17526,2.0
6357,3.0
16031,3.0
10717,3.0
17162,1.0
8394,3.0
12621,2.0
8539,2.0
6815,3.0
4761,2.0
1920,2.0
484,1.0
15954,2.0
750,1.0
368,2.0
15451,0.0
12644,3.0
9932,1.0
2583,1.0
9547,2.0
13277,3.0
1767,2.0
4844,2.0
8598,1.0
1177,3.0
18230,0.0
9907,2.0
5413,1.0
11594,3.0
8583,1.0
3744,1.0
1924,2.0
11226,2.0
529,3.0
7626,3.0
16359,3.0
826,2.0
11789,2.0
788,3.0
16607,1.0
8062,3.0
3161,0.0
18079,1.0
13156,3.0
16472,2.0
4069,3.0
7116,2.0
14274,1.0
5185,0.0
18744,0.0
17308,1.0
17870,2.0
2006,1.0
7178,2.0
15620,2.0
14624,1.0
16962,1.0
16102,1.0
11780,2.0
16585,2.0
7657,0.0
5097,3.0
9916,3.0
3732,3.0
7287,3.0
18530,2.0
10592,3.0
17693,3.0
14277,1.0
2055,3.0
13938,2.0
16605,0.0
1197,3.0
8836,2.0
4604,2.0
5733,3.0
2240,2.0
13417,0.0
9385,3.0
13445,3.0
244,1.0
16552,1.0
17530,2.0
18708,1.0
11860,2.0
6416,1.0
18172,0.0
7706,2.0
224,3.0
1261,2.0
7708,2.0
9949,3.0
16512,0.0
12288,1.0
6390,3.0
3818,2.0
5314,2.0
12901,2.0
8446,3.0
14512,2.0
14752,2.0
1061,1.0
17352,1.0
17282,1.0
13046,3.0
2258,0.0
1175,1.0
18263,3.0
7796,3.0
3991,1.0
15443,3.0
6375,1.0
550,1.0
11635,1.0
9504,1.0
17704,1.0
5349,1.0
3743,2.0
9723,3.0
4798,3.0
8658,3.0
3903,2.0
1316,3.0
1508,2.0
10990,3.0
10604,2.0
12783,1.0
4837,1.0
12696,0.0
5816,2.0
16004,2.0
669,1.0
14465,1.0
3884,2.0
1367,2.0
5159,3.0
13865,2.0
15033,2.0
7976,2.0
1309,0.0
261,1.0
4629,3.0
7745,0.0
17408,3.0
13468,1.0
6015,2.0
18353,1.0
3945,3.0
7364,2.0
15860,2.0
6842,2.0
1549,0.0
13259,2.0
11039,1.0
11350,3.0
1392,2.0
17717,1.0
2330,1.0
11947,2.0
5721,1.0
4638,0.0
10465,3.0
19230,2.0
12782,3.0
3345,3.0
4661,1.0
19193,0.0
14661,2.0
16310,0.0
17730,2.0
6359,2.0
3929,1.0
5946,3.0
14385,1.0
8372,1.0
18131,1.0
902,2.0
2844,2.0
17500,2.0
14009,3.0
15624,2.0
557,1.0
1798,3.0
548,3.0
7344,2.0
15646,2.0
770,2.0
14249,1.0
11259,1.0
9126,0.0
18344,3.0
4662,2.0
3532,0.0
394,2.0
11197,2.0
16624,1.0
985,2.0
8472,3.0
17532,1.0
18634,1.0
17543,1.0
4187,2.0
7498,3.0
8026,0.0
15510,2.0
16591,2.0
4834,1.0
16662,2.0
741,2.0
14013,2.0
1399,3.0
5119,3.0
1902,2.0
11797,2.0
5993,3.0
16195,2.0
13560,1.0
10826,3.0
11976,2.0
5137,2.0
10635,2.0
9677,2.0
11172,2.0
10316,2.0
2118,1.0
1634,2.0
7336,2.0
17468,0.0
9400,2.0
15358,2.0
10223,2.0
8261,2.0
13823,2.0
17709,1.0
1064,2.0
1412,2.0
3728,1.0
13223,3.0
9194,1.0
12934,1.0
14693,0.0
11262,2.0
4043,3.0
2299,2.0
17501,3.0
16922,0.0
12157,3.0
10700,1.0
18000,2.0
15543,0.0
17034,0.0
4026,0.0
15919,2.0
16907,2.0
7324,2.0
7404,3.0
14478,2.0
215,3.0
2968,1.0
2782,2.0
18382,3.0
14223,3.0
6688,1.0
9250,1.0
15554,1.0
14045,3.0
7601,2.0
7888,1.0
10701,1.0
17516,3.0
4663,1.0
14123,3.0
15758,1.0
15984,1.0
11918,1.0
16055,1.0
8942,0.0
12964,3.0
13409,0.0
15021,2.0
4745,1.0
12580,2.0
10486,1.0
10092,2.0
12463,3.0
10397,3.0
1245,3.0
16842,1.0
13007,3.0
6005,2.0
17241,1.0
4474,2.0
15712,1.0
2951,1.0
15836,3.0
1237,3.0
14418,0.0
5745,3.0
18093,3.0
9230,1.0
15599,0.0
14280,1.0
5158,2.0
18222,2.0
8101,1.0
17130,2.0
6958,1.0
15362,2.0
9546,1.0
13963,3.0
12234,2.0
15173,1.0
13565,3.0
4561,3.0
2660,0.0
10287,1.0
12648,3.0
11288,2.0
16883,0.0
18138,2.0
15338,3.0
19076,3.0
120,1.0
12701,2.0
9607,2.0
7833,1.0
6936,1.0
15863,3.0
2730,1.0
14561,0.0
18300,0.0
16071,3.0
13393,0.0
7107,1.0
8746,1.0
4730,3.0
13198,2.0
3897,1.0
18724,2.0
1768,2.0
18664,3.0
11325,1.0
6143,2.0
18185,1.0
18329,2.0
12787,1.0
12249,2.0
5834,3.0
1906,3.0
17440,2.0
15644,3.0
6085,1.0
13480,0.0
15258,3.0
145,3.0
11370,2.0
10441,2.0
15132,2.0
15270,0.0
11752,2.0
15329,3.0
15020,2.0
8275,3.0
18285,0.0
1158,3.0
1504,1.0
7640,0.0
10524,3.0
10964,3.0
9179,3.0
15371,2.0
14293,1.0
1475,2.0
2267,2.0
7584,2.0
9626,1.0
2455,3.0
12347,2.0
4667,3.0
16971,2.0
12809,3.0
8895,3.0
3581,1.0
17392,1.0
1050,3.0
9644,1.0
1421,3.0
237,2.0
13457,1.0
14305,2.0
4267,2.0
12093,2.0
7886,3.0
18439,1.0
4914,2.0
7829,3.0
9318,3.0
301,2.0
7605,2.0
2141,3.0
7618,1.0
11311,1.0
10874,1.0
9821,2.0
7729,2.0
6948,2.0
13590,3.0
4046,3.0
1916,1.0
18629,1.0
6975,2.0
12132,1.0
11844,3.0
15656,0.0
15156,3.0
7781,3.0
2984,2.0
4417,3.0
7074,1.0
9461,1.0
13076,3.0
12544,1.0
14222,1.0
7231,0.0
6415,1.0
10054,3.0
16777,1.0
855,2.0
13394,2.0
15253,2.0
12396,2.0
239,1.0
3724,3.0
18183,1.0
3342,3.0
1775,2.0
3350,2.0
10514,1.0
17529,1.0
9989,1.0
16371,3.0
17814,2.0
15318,1.0
18741,2.0
18019,3.0
2203,3.0
7282,3.0
816,3.0
11612,2.0
17038,2.0
17633,2.0
13093,1.0
5099,3.0
4148,3.0
17986,1.0
4234,2.0
8840,1.0
10472,1.0
13734,1.0
17225,1.0
18831,0.0
12977,1.0
17197,0.0
16394,2.0
9826,1.0
7486,1.0
2777,2.0
8645,3.0
18793,1.0
6555,1.0
9497,0.0
18061,1.0
10427,2.0
16017,2.0
16336,1.0
9146,3.0
9797,2.0
13117,2.0
5311,1.0
7688,1.0
8125,1.0
13290,2.0
3151,2.0
15992,3.0
15772,3.0
13499,1.0
9424,2.0
5624,2.0
17901,3.0
12098,3.0
1140,0.0
8507,2.0
17563,3.0
7899,1.0
9578,1.0
2151,2.0
17740,2.0
2818,1.0
5313,0.0
12498,1.0
11077,1.0
18137,2.0
12144,2.0
15497,2.0
2507,3.0
1194,0.0
3269,3.0
4817,2.0
8797,3.0
581,2.0
15257,1.0
683,2.0
